,beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price
41600,3.0,1.5,1280.0,sqft,9100.0,sqft,98146.0,625000.0
41709,,1.0,970.0,sqft,8160.0,sqft,98177.0,625000.0
42290,,,1910.0,sqft,6000.0,sqft,98168.0,630000.0
42170,3.0,,1540.0,sqft,1102.0,sqft,98144.0,630000.0
42062,,,1910.0,sqft,6000.0,sqft,98168.0,630000.0
42058,2.0,,,sqft,1615.0,sqft,,630000.0
42033,2.0,1.0,,sqft,6650.0,sqft,98106.0,630000.0
42404,,,1910.0,sqft,6000.0,sqft,98168.0,630000.0
42152,2.0,,,sqft,1615.0,sqft,,630000.0
42434,,2.0,,sqft,6000.0,sqft,98168.0,630000.0
42461,,1.0,,sqft,7258.0,sqft,98133.0,630000.0
42440,,2.0,,sqft,6000.0,sqft,98168.0,630000.0
42929,3.0,,990.0,sqft,8100.0,sqft,98146.0,635000.0
42903,3.0,,990.0,sqft,8100.0,sqft,98146.0,635000.0
42521,2.0,2.0,1290.0,sqft,1192.0,sqft,98125.0,635000.0
42793,3.0,5.5,1530.0,sqft,1336.0,sqft,,635000.0
42681,3.0,,990.0,sqft,8100.0,sqft,98146.0,635000.0
42736,3.0,,990.0,sqft,8100.0,sqft,98146.0,635000.0
42894,3.0,,990.0,sqft,8100.0,sqft,98146.0,635000.0
42905,3.0,5.5,1530.0,sqft,1336.0,sqft,,635000.0
42839,3.0,5.5,1530.0,sqft,1336.0,sqft,,635000.0
42705,2.0,2.0,1290.0,sqft,1192.0,sqft,98125.0,635000.0
43189,2.0,1.0,1290.0,sqft,1875.0,sqft,98103.0,640000.0
43327,2.0,1.0,770.0,sqft,5569.0,sqft,98115.0,640000.0
43087,,1.5,1000.0,sqft,1000.0,sqft,98117.0,640000.0
43270,2.0,2.0,1699.0,sqft,,,98109.0,640000.0
43009,2.0,,,sqft,,,98107.0,640000.0
43136,2.0,1.0,1290.0,sqft,1875.0,sqft,98103.0,640000.0
43067,,1.0,1380.0,sqft,6613.0,sqft,98106.0,640000.0
43212,2.0,1.0,770.0,sqft,5569.0,sqft,98115.0,640000.0
43314,2.0,2.0,,sqft,,,98116.0,640000.0
43200,2.0,,940.0,sqft,1740.0,sqft,98144.0,640000.0
43465,1.0,,,sqft,,,98101.0,645000.0
43774,1.0,1.0,704.0,sqft,500.0,sqft,,645000.0
43634,1.0,1.0,704.0,sqft,500.0,sqft,,645000.0
43859,1.0,,,sqft,,,98101.0,645000.0
43572,2.0,1.0,830.0,sqft,6600.0,sqft,98177.0,645000.0
43456,1.0,,,sqft,,,98101.0,645000.0
43509,2.0,1.0,830.0,sqft,6600.0,sqft,98177.0,645000.0
43635,3.0,2.0,1100.0,sqft,2700.0,sqft,98122.0,645000.0
43462,3.0,2.0,1100.0,sqft,2700.0,sqft,98122.0,645000.0
43631,2.0,1.0,830.0,sqft,6600.0,sqft,98177.0,645000.0
44022,4.0,3.0,1700.0,sqft,7320.0,sqft,98146.0,649000.0
44007,4.0,3.0,1700.0,sqft,7320.0,sqft,98146.0,649000.0
44272,4.0,3.0,1700.0,sqft,7320.0,sqft,98146.0,649000.0
44258,2.0,2.0,,sqft,,,98116.0,649000.0
43911,4.0,3.0,1700.0,sqft,7320.0,sqft,98146.0,649000.0
43971,4.0,3.0,1700.0,sqft,7320.0,sqft,98146.0,649000.0
44241,4.0,3.0,1700.0,sqft,7320.0,sqft,98146.0,649000.0
44103,4.0,3.0,1700.0,sqft,7320.0,sqft,98146.0,649000.0
44107,4.0,3.0,1700.0,sqft,7320.0,sqft,98146.0,649000.0
44284,2.0,2.0,,sqft,,,98116.0,649000.0
44781,4.0,,1740.0,sqft,9205.0,sqft,98146.0,649950.0
44492,2.0,2.0,,sqft,900.0,sqft,98125.0,649950.0
44463,3.0,,1324.0,sqft,2217.0,sqft,98126.0,649950.0
44552,2.0,2.0,,sqft,900.0,sqft,98125.0,649950.0
44512,3.0,,1324.0,sqft,2217.0,sqft,98126.0,649950.0
44537,3.0,,1324.0,sqft,2217.0,sqft,98126.0,649950.0
44502,3.0,,1324.0,sqft,2217.0,sqft,98126.0,649950.0
44603,3.0,,1324.0,sqft,2217.0,sqft,98126.0,649950.0
44384,2.0,2.0,,sqft,900.0,sqft,98125.0,649950.0
44742,2.0,2.0,,sqft,900.0,sqft,98125.0,649950.0
44889,,,1670.0,sqft,7260.0,sqft,,650000.0
45057,2.0,1.0,1015.0,sqft,,,98102.0,650000.0
44874,3.0,1.5,1780.0,sqft,4800.0,sqft,98126.0,650000.0
45168,2.0,1.5,,sqft,,,98122.0,650000.0
45253,2.0,2.0,1006.0,sqft,3.32,acre,98112.0,650000.0
45222,2.0,2.0,1167.0,sqft,,,98107.0,650000.0
45212,,,1670.0,sqft,7260.0,sqft,,650000.0
44974,2.0,,2280.0,sqft,4000.0,sqft,98144.0,650000.0
44986,2.0,,,sqft,4000.0,sqft,,650000.0
45177,3.0,,1681.0,sqft,3.97,acre,98126.0,650000.0
45450,3.0,,1380.0,sqft,1022.0,sqft,98144.0,655000.0
45334,2.0,1.5,1022.0,sqft,,,98144.0,655000.0
45276,2.0,1.5,1022.0,sqft,,,98144.0,655000.0
45406,3.0,,1380.0,sqft,1022.0,sqft,98144.0,655000.0
45321,2.0,1.5,1022.0,sqft,,,98144.0,655000.0
45274,3.0,,1380.0,sqft,1022.0,sqft,98144.0,655000.0
45580,2.0,2.0,1170.0,sqft,0.42,acre,98112.0,655000.0
45480,3.0,,1380.0,sqft,1022.0,sqft,98144.0,655000.0
45634,3.0,,1380.0,sqft,1022.0,sqft,98144.0,655000.0
45689,2.0,1.5,1022.0,sqft,,,98144.0,655000.0
45981,2.0,2.0,,sqft,901.0,sqft,98116.0,656500.0
45756,2.0,,1240.0,sqft,4317.0,sqft,98116.0,656500.0
46107,2.0,2.0,,sqft,901.0,sqft,98116.0,656500.0
46072,2.0,,1240.0,sqft,4317.0,sqft,98116.0,656500.0
45900,2.0,,1240.0,sqft,4317.0,sqft,98116.0,656500.0
46164,2.0,,1240.0,sqft,4317.0,sqft,98116.0,656500.0
46168,2.0,2.0,,sqft,901.0,sqft,98116.0,656500.0
45835,2.0,,1240.0,sqft,4317.0,sqft,98116.0,656500.0
46125,2.0,,1240.0,sqft,4317.0,sqft,98116.0,656500.0
45907,2.0,1.5,1035.0,sqft,,,98112.0,656500.0
46373,3.0,2.0,1770.0,sqft,5100.0,sqft,98118.0,660000.0
46251,2.0,2.5,1000.0,sqft,,,98144.0,660000.0
46299,2.0,2.5,1000.0,sqft,,,98144.0,660000.0
46264,3.0,3.5,1510.0,sqft,1239.0,sqft,98103.0,660000.0
46507,3.0,1.0,830.0,sqft,7800.0,sqft,,660000.0
46550,3.0,3.5,1510.0,sqft,1239.0,sqft,98103.0,660000.0
46622,2.0,,1022.0,sqft,,,98144.0,660000.0
46236,,2.0,1554.0,sqft,9.2,acre,98115.0,660000.0
46197,,2.0,1554.0,sqft,9.2,acre,98115.0,660000.0
46199,,2.0,1554.0,sqft,9.2,acre,98115.0,660000.0
46841,4.0,,1480.0,sqft,6075.0,sqft,98118.0,665000.0
46889,2.0,2.5,,sqft,887.0,sqft,,665000.0
46782,4.0,,1480.0,sqft,6075.0,sqft,98118.0,665000.0
46950,2.0,2.0,1761.0,sqft,,,98115.0,665000.0
46993,2.0,2.5,,sqft,887.0,sqft,,665000.0
47006,2.0,2.5,,sqft,887.0,sqft,,665000.0
46830,2.0,2.5,,sqft,887.0,sqft,,665000.0
46979,2.0,2.5,,sqft,887.0,sqft,,665000.0
46940,2.0,2.0,1761.0,sqft,,,98115.0,665000.0
46854,5.0,2.0,1830.0,sqft,5220.0,sqft,98118.0,665000.0
47334,,1.5,1131.0,sqft,1.0,acre,98144.0,670000.0
47316,3.0,3.5,1450.0,sqft,1467.0,sqft,98126.0,670000.0
47359,5.0,,,sqft,6000.0,sqft,98144.0,670000.0
47462,4.0,2.0,1900.0,sqft,5350.0,sqft,98118.0,670000.0
47389,4.0,2.0,1900.0,sqft,5350.0,sqft,98118.0,670000.0
47562,2.0,2.0,905.0,sqft,,,98121.0,670000.0
47352,3.0,3.0,1760.0,sqft,8160.0,sqft,98125.0,670000.0
47364,3.0,3.5,1450.0,sqft,1467.0,sqft,98126.0,670000.0
47432,3.0,3.5,1450.0,sqft,1467.0,sqft,98126.0,670000.0
47299,,1.5,1131.0,sqft,1.0,acre,98144.0,670000.0
47726,2.0,2.0,1112.0,sqft,1484.0,sqft,98177.0,675000.0
47624,2.0,1.0,860.0,sqft,8280.0,sqft,98125.0,675000.0
47782,2.0,2.0,,sqft,1.0,acre,98116.0,675000.0
47873,,2.0,1620.0,sqft,3840.0,sqft,98117.0,675000.0
47809,,2.0,1620.0,sqft,3840.0,sqft,98117.0,675000.0
47659,2.0,2.0,1112.0,sqft,1484.0,sqft,98177.0,675000.0
47674,3.0,,1650.0,sqft,2752.0,sqft,98106.0,675000.0
47867,3.0,,1650.0,sqft,2752.0,sqft,98106.0,675000.0
47699,3.0,3.5,,sqft,1486.0,sqft,98126.0,675000.0
47975,3.0,,1980.0,sqft,5000.0,sqft,98146.0,675000.0
48249,2.0,2.5,867.0,sqft,1753.0,sqft,98115.0,679000.0
48195,1.0,,683.0,sqft,,,98101.0,679000.0
48090,2.0,2.5,867.0,sqft,1753.0,sqft,98115.0,679000.0
48365,1.0,,683.0,sqft,,,98101.0,679000.0
48473,2.0,2.5,867.0,sqft,1753.0,sqft,98115.0,679000.0
48153,2.0,2.5,867.0,sqft,1753.0,sqft,98115.0,679000.0
48416,1.0,,683.0,sqft,,,98101.0,679000.0
48347,2.0,2.5,867.0,sqft,1753.0,sqft,98115.0,679000.0
48316,2.0,2.5,867.0,sqft,1753.0,sqft,98115.0,679000.0
48281,2.0,2.5,867.0,sqft,1753.0,sqft,98115.0,679000.0
48828,2.0,5.5,1320.0,sqft,1250.0,sqft,98144.0,679950.0
48709,1.0,1.0,610.0,sqft,,,,679950.0
48804,1.0,1.0,610.0,sqft,,,,679950.0
48868,2.0,5.5,1320.0,sqft,1250.0,sqft,98144.0,679950.0
48861,2.0,5.5,1320.0,sqft,1250.0,sqft,98144.0,679950.0
48681,2.0,5.5,1320.0,sqft,1250.0,sqft,98144.0,679950.0
48670,1.0,1.0,610.0,sqft,,,,679950.0
48797,2.0,5.5,1320.0,sqft,1250.0,sqft,98144.0,679950.0
48538,1.0,1.0,610.0,sqft,,,,679950.0
48697,2.0,5.5,1320.0,sqft,1250.0,sqft,98144.0,679950.0
49285,,1.0,1220.0,sqft,5850.0,sqft,98116.0,680000.0
49091,3.0,2.0,1330.0,sqft,1539.0,sqft,98122.0,680000.0
49428,,1.0,1220.0,sqft,5850.0,sqft,98116.0,680000.0
49059,,1.0,1220.0,sqft,5850.0,sqft,98116.0,680000.0
48966,3.0,2.0,1330.0,sqft,1539.0,sqft,98122.0,680000.0
49361,2.0,2.0,880.0,sqft,0.23,acre,98126.0,680000.0
49404,2.0,2.0,880.0,sqft,0.23,acre,98126.0,680000.0
49299,3.0,2.0,1540.0,sqft,1124.0,sqft,98144.0,680000.0
49202,3.0,2.0,1330.0,sqft,1539.0,sqft,98122.0,680000.0
49264,2.0,1.5,889.0,sqft,0.23,acre,98103.0,680000.0
49683,4.0,1.0,1340.0,sqft,6000.0,sqft,98144.0,685000.0
49672,2.0,2.0,1040.0,sqft,0.29,acre,98102.0,685000.0
49680,3.0,,1172.0,sqft,5760.0,sqft,98122.0,685000.0
49805,4.0,2.0,,sqft,9660.0,sqft,,685000.0
49872,3.0,2.0,2029.0,sqft,,,98115.0,685000.0
49552,4.0,2.0,,sqft,9660.0,sqft,,685000.0
49573,2.0,2.0,1040.0,sqft,0.29,acre,98102.0,685000.0
49761,,,773.0,sqft,,,,685000.0
49491,,,773.0,sqft,,,,685000.0
49505,4.0,2.0,1910.0,sqft,5166.0,sqft,98106.0,685000.0
50085,2.0,2.0,1110.0,sqft,1650.0,sqft,98103.0,689000.0
49890,2.0,2.0,1110.0,sqft,1650.0,sqft,98103.0,689000.0
50187,3.0,3.5,1679.0,sqft,1.0,acre,98126.0,689000.0
50279,3.0,1.5,1540.0,sqft,6300.0,sqft,98126.0,689000.0
50223,2.0,2.0,1110.0,sqft,1650.0,sqft,98103.0,689000.0
49996,3.0,1.5,1540.0,sqft,6300.0,sqft,98126.0,689000.0
50211,3.0,3.5,1679.0,sqft,1.0,acre,98126.0,689000.0
49952,3.0,2.0,1760.0,sqft,4000.0,sqft,,689000.0
50305,2.0,2.0,1110.0,sqft,1650.0,sqft,98103.0,689000.0
50092,2.0,2.0,1110.0,sqft,1650.0,sqft,98103.0,689000.0
50706,2.0,,1043.0,sqft,990.0,sqft,98117.0,690000.0
50620,3.0,2.5,1820.0,sqft,1.0,acre,98118.0,690000.0
50356,2.0,,1043.0,sqft,990.0,sqft,98117.0,690000.0
50535,,,1820.0,sqft,4.05,acre,98118.0,690000.0
50751,,2.0,1420.0,sqft,1232.0,sqft,,690000.0
50449,,,1820.0,sqft,4.05,acre,98118.0,690000.0
50680,,2.0,1420.0,sqft,1232.0,sqft,,690000.0
50397,3.0,2.5,,sqft,1681.0,sqft,98144.0,690000.0
50764,3.0,2.5,1820.0,sqft,1.0,acre,98118.0,690000.0
50655,,3.5,1240.0,sqft,1164.0,sqft,98116.0,690000.0
51274,1.0,,830.0,sqft,5100.0,sqft,98103.0,695000.0
50986,1.0,,830.0,sqft,5100.0,sqft,98103.0,695000.0
50978,1.0,,830.0,sqft,5100.0,sqft,98103.0,695000.0
50926,1.0,,830.0,sqft,5100.0,sqft,98103.0,695000.0
50861,1.0,,830.0,sqft,5100.0,sqft,98103.0,695000.0
51154,2.0,2.5,950.0,sqft,1748.0,sqft,98107.0,695000.0
50960,,,,sqft,4000.0,sqft,98144.0,695000.0
50924,,,,sqft,4000.0,sqft,98144.0,695000.0
51259,,,,sqft,4000.0,sqft,98144.0,695000.0
51025,2.0,2.5,950.0,sqft,1748.0,sqft,98107.0,695000.0
51446,3.0,3.5,1710.0,sqft,1728.0,sqft,98126.0,699000.0
51699,3.0,1.0,860.0,sqft,5400.0,sqft,98125.0,699000.0
51376,3.0,,1890.0,sqft,1097.0,sqft,98144.0,699000.0
51557,2.0,2.5,1580.0,sqft,5000.0,sqft,98106.0,699000.0
51473,3.0,1.0,860.0,sqft,5400.0,sqft,98125.0,699000.0
51638,2.0,2.5,1580.0,sqft,5000.0,sqft,98106.0,699000.0
51464,4.0,3.0,1890.0,sqft,1097.0,sqft,98144.0,699000.0
51731,,2.0,1411.0,sqft,0.35,acre,98104.0,699000.0
51392,4.0,3.0,1890.0,sqft,1097.0,sqft,98144.0,699000.0
51613,,2.0,1411.0,sqft,0.35,acre,98104.0,699000.0
51800,,3.5,1370.0,sqft,982.0,sqft,98117.0,699500.0
51851,3.0,2.5,,sqft,982.0,sqft,98117.0,699500.0
51771,3.0,2.5,,sqft,982.0,sqft,98117.0,699500.0
52125,,3.5,1370.0,sqft,982.0,sqft,98117.0,699500.0
51888,,3.5,1370.0,sqft,982.0,sqft,98117.0,699500.0
51923,3.0,2.5,,sqft,982.0,sqft,98117.0,699500.0
51963,3.0,2.5,,sqft,982.0,sqft,98117.0,699500.0
52136,,3.5,1370.0,sqft,982.0,sqft,98117.0,699500.0
51829,3.0,2.5,,sqft,982.0,sqft,98117.0,699500.0
52171,3.0,2.5,,sqft,982.0,sqft,98117.0,699500.0
52350,2.0,,1200.0,sqft,1247.0,sqft,98122.0,699950.0
52658,3.0,,1540.0,sqft,2322.0,sqft,98126.0,699950.0
52622,2.0,2.0,1400.0,sqft,0.34,acre,98199.0,699950.0
52276,2.0,2.0,1400.0,sqft,0.34,acre,98199.0,699950.0
52381,2.0,2.0,,sqft,720.0,sqft,98103.0,699950.0
52464,2.0,,1330.0,sqft,856.0,sqft,98105.0,699950.0
52377,3.0,,1749.0,sqft,1149.0,sqft,98125.0,699950.0
52549,2.0,2.0,,sqft,720.0,sqft,98103.0,699950.0
52526,1.0,2.0,,sqft,0.41,acre,98122.0,699950.0
52369,2.0,,1200.0,sqft,1247.0,sqft,98122.0,699950.0
52835,3.0,,1360.0,sqft,1248.0,sqft,,700000.0
52939,2.0,,2530.0,sqft,5000.0,sqft,98122.0,700000.0
52763,2.0,,2530.0,sqft,5000.0,sqft,98122.0,700000.0
52706,3.0,3.5,,sqft,1248.0,sqft,98103.0,700000.0
52811,2.0,2.0,1106.0,sqft,,,98109.0,700000.0
52915,6.0,2.0,2230.0,sqft,5300.0,sqft,98118.0,700000.0
52869,2.0,1.5,,sqft,938.0,sqft,98115.0,700000.0
52901,4.0,5.0,2030.0,sqft,5124.0,sqft,98106.0,700000.0
52678,2.0,2.0,968.0,sqft,656.0,sqft,98103.0,700000.0
52742,2.0,,870.0,sqft,938.0,sqft,98115.0,700000.0
53370,2.0,,1200.0,sqft,1247.0,sqft,98122.0,705000.0
53339,2.0,2.0,982.0,sqft,,,98122.0,705000.0
53295,2.0,2.0,982.0,sqft,,,98122.0,705000.0
53381,,2.0,1240.0,sqft,5400.0,sqft,98117.0,705000.0
53567,2.0,2.0,982.0,sqft,,,98122.0,705000.0
53488,2.0,2.0,1125.0,sqft,,,98102.0,705000.0
53337,4.0,,1720.0,sqft,4242.0,sqft,98118.0,705000.0
53291,2.0,2.0,982.0,sqft,,,98122.0,705000.0
53282,2.0,2.0,1125.0,sqft,,,98102.0,705000.0
53211,,2.0,1240.0,sqft,5400.0,sqft,98117.0,705000.0
53964,3.0,,1030.0,sqft,4480.0,sqft,98105.0,710000.0
54031,3.0,,1030.0,sqft,4480.0,sqft,98105.0,710000.0
53987,4.0,2.0,1160.0,sqft,4224.0,sqft,98103.0,710000.0
53664,,,1000.0,sqft,1916.0,sqft,,710000.0
53828,,2.0,1524.0,sqft,6250.0,sqft,98108.0,710000.0
53857,4.0,3.5,2270.0,sqft,2500.0,sqft,98146.0,710000.0
53740,,,1000.0,sqft,1916.0,sqft,,710000.0
53734,,,1240.0,sqft,583.0,sqft,98117.0,710000.0
53692,,,1000.0,sqft,1916.0,sqft,,710000.0
53631,3.0,1.0,1000.0,sqft,5960.0,sqft,98118.0,710000.0
54196,,2.5,1970.0,sqft,2109.0,sqft,98103.0,715000.0
54062,3.0,2.0,2209.0,sqft,2734.0,sqft,98115.0,715000.0
54115,,1.0,1760.0,sqft,4625.0,sqft,98116.0,715000.0
54142,2.0,2.0,1570.0,sqft,3250.0,sqft,98103.0,715000.0
54330,,1.0,1760.0,sqft,4625.0,sqft,98116.0,715000.0
54382,2.0,1.0,1422.0,sqft,3399.0,sqft,,715000.0
54225,2.0,2.0,1227.0,sqft,1393.0,sqft,98115.0,715000.0
54242,2.0,2.0,1570.0,sqft,3250.0,sqft,98103.0,715000.0
54290,,2.5,1970.0,sqft,2109.0,sqft,98103.0,715000.0
54472,,2.5,1970.0,sqft,2109.0,sqft,98103.0,715000.0
54701,2.0,1.0,1480.0,sqft,4600.0,sqft,98126.0,720000.0
54770,2.0,1.0,1480.0,sqft,4600.0,sqft,98126.0,720000.0
54759,,2.0,2720.0,sqft,4958.0,sqft,98144.0,720000.0
54723,,2.5,840.0,sqft,2891.0,sqft,98115.0,720000.0
54556,3.0,1.5,2560.0,sqft,6150.0,sqft,98118.0,720000.0
54789,3.0,1.0,2180.0,sqft,0.25,acre,98125.0,720000.0
54764,,2.5,840.0,sqft,2891.0,sqft,98115.0,720000.0
54790,2.0,1.0,1480.0,sqft,4600.0,sqft,98126.0,720000.0
54619,2.0,1.0,1480.0,sqft,4600.0,sqft,98126.0,720000.0
54922,3.0,2.0,1590.0,sqft,8937.0,sqft,98106.0,720000.0
55243,3.0,2.0,1350.0,sqft,1056.0,sqft,98136.0,722500.0
55317,3.0,2.0,1350.0,sqft,1056.0,sqft,98136.0,722500.0
54983,,,3960.0,sqft,0.25,acre,98118.0,722500.0
55114,,,3960.0,sqft,0.25,acre,98118.0,722500.0
55016,,,3960.0,sqft,0.25,acre,98118.0,722500.0
54970,,,3960.0,sqft,0.25,acre,98118.0,722500.0
55087,,,3960.0,sqft,0.25,acre,98118.0,722500.0
55194,3.0,2.0,1350.0,sqft,1056.0,sqft,98136.0,722500.0
55307,,,3960.0,sqft,0.25,acre,98118.0,722500.0
55402,3.0,2.0,1350.0,sqft,1056.0,sqft,98136.0,722500.0
55706,,,1880.0,sqft,1282.0,sqft,98106.0,725000.0
55779,2.0,,1150.0,sqft,2462.0,sqft,98107.0,725000.0
55563,1.0,1.0,,sqft,5750.0,sqft,98116.0,725000.0
1951,2.0,2.0,,sqft,1177.0,sqft,98144.0,725000.0
55811,3.0,1.0,1920.0,sqft,9399.0,sqft,98117.0,725000.0
55725,,,1880.0,sqft,1282.0,sqft,98106.0,725000.0
55588,2.0,,1915.0,sqft,5077.0,sqft,98133.0,725000.0
55540,2.0,,1210.0,sqft,2000.0,sqft,98144.0,725000.0
55735,2.0,2.0,,sqft,,,98109.0,725000.0
55593,2.0,,1150.0,sqft,2462.0,sqft,98107.0,725000.0
56219,3.0,2.0,1270.0,sqft,1333.0,sqft,98103.0,727000.0
55976,,2.0,1893.0,sqft,9.2,acre,98115.0,727000.0
68,3.0,2.0,1270.0,sqft,1333.0,sqft,98103.0,727000.0
56129,3.0,2.0,1270.0,sqft,1333.0,sqft,98103.0,727000.0
56260,2.0,2.0,1893.0,sqft,,,98115.0,727000.0
56264,,2.0,1893.0,sqft,9.2,acre,98115.0,727000.0
55893,2.0,2.0,1893.0,sqft,,,98115.0,727000.0
56302,,2.0,1893.0,sqft,9.2,acre,98115.0,727000.0
56069,2.0,2.0,1893.0,sqft,,,98115.0,727000.0
56243,2.0,2.0,1893.0,sqft,,,98115.0,727000.0
56575,2.0,2.0,,sqft,6250.0,sqft,98108.0,729000.0
56784,2.0,2.0,,sqft,6250.0,sqft,98108.0,729000.0
56632,3.0,3.0,1480.0,sqft,9127.0,sqft,98117.0,729000.0
56713,3.0,3.0,,sqft,1003.0,sqft,98116.0,729000.0
56367,3.0,3.0,,sqft,1003.0,sqft,98116.0,729000.0
56453,3.0,3.0,1480.0,sqft,9127.0,sqft,98117.0,729000.0
56682,2.0,,1022.0,sqft,1.0,acre,98144.0,729000.0
56377,3.0,3.0,,sqft,1003.0,sqft,98116.0,729000.0
56662,2.0,,1022.0,sqft,1.0,acre,98144.0,729000.0
56491,3.0,3.0,,sqft,1003.0,sqft,98116.0,729000.0
57269,,,2070.0,sqft,4227.0,sqft,98136.0,730000.0
56985,,,2070.0,sqft,4227.0,sqft,98136.0,730000.0
57282,,2.0,1149.0,sqft,564.0,sqft,98115.0,730000.0
57074,,,2070.0,sqft,4227.0,sqft,98136.0,730000.0
56923,3.0,2.0,1990.0,sqft,8710.0,sqft,98146.0,730000.0
57249,1.0,1.0,808.0,sqft,,,,730000.0
56994,1.0,1.0,808.0,sqft,,,,730000.0
57056,2.0,2.5,1560.0,sqft,1263.0,sqft,98117.0,730000.0
56914,,2.0,1149.0,sqft,564.0,sqft,98115.0,730000.0
57079,3.0,2.0,1990.0,sqft,8710.0,sqft,98146.0,730000.0
57574,,1.5,860.0,sqft,1154.0,sqft,98122.0,734950.0
57525,4.0,1.5,1630.0,sqft,7182.0,sqft,98133.0,734950.0
57425,,1.5,860.0,sqft,1154.0,sqft,98122.0,734950.0
57575,4.0,1.5,1630.0,sqft,7182.0,sqft,98133.0,734950.0
57363,4.0,1.5,1630.0,sqft,7182.0,sqft,98133.0,734950.0
57614,,1.5,860.0,sqft,1154.0,sqft,98122.0,734950.0
57306,4.0,1.5,1630.0,sqft,7182.0,sqft,98133.0,734950.0
57660,4.0,1.5,1630.0,sqft,7182.0,sqft,98133.0,734950.0
57537,,1.5,860.0,sqft,1154.0,sqft,98122.0,734950.0
57334,4.0,1.5,1630.0,sqft,7182.0,sqft,98133.0,734950.0
57764,,1.0,1310.0,sqft,6000.0,sqft,98146.0,735000.0
58159,3.0,2.0,1300.0,sqft,2250.0,sqft,98103.0,735000.0
57936,3.0,2.0,1300.0,sqft,2250.0,sqft,98103.0,735000.0
57976,,1.0,1310.0,sqft,6000.0,sqft,98146.0,735000.0
58065,,1.0,1310.0,sqft,6000.0,sqft,98146.0,735000.0
57965,3.0,2.0,1300.0,sqft,2250.0,sqft,98103.0,735000.0
57877,3.0,2.0,1300.0,sqft,2250.0,sqft,98103.0,735000.0
57830,3.0,2.0,1300.0,sqft,2250.0,sqft,98103.0,735000.0
58085,,1.0,1310.0,sqft,6000.0,sqft,98146.0,735000.0
58002,,1.0,1310.0,sqft,6000.0,sqft,98146.0,735000.0
58297,3.0,,1286.0,sqft,870.0,sqft,98136.0,738000.0
58582,3.0,2.0,2080.0,sqft,5650.0,sqft,98178.0,738000.0
58643,3.0,2.0,2080.0,sqft,5650.0,sqft,98178.0,738000.0
58664,3.0,2.0,2080.0,sqft,5650.0,sqft,98178.0,738000.0
58365,3.0,2.0,2080.0,sqft,5650.0,sqft,98178.0,738000.0
58633,3.0,,1286.0,sqft,870.0,sqft,98136.0,738000.0
58306,3.0,2.0,2080.0,sqft,5650.0,sqft,98178.0,738000.0
58375,3.0,2.0,2080.0,sqft,5650.0,sqft,98178.0,738000.0
58398,3.0,,1286.0,sqft,870.0,sqft,98136.0,738000.0
58434,3.0,2.0,2080.0,sqft,5650.0,sqft,98178.0,738000.0
58971,3.0,,1030.0,sqft,6086.0,sqft,98125.0,739000.0
58699,5.0,,1920.0,sqft,4173.0,sqft,,739000.0
58751,3.0,,1030.0,sqft,6086.0,sqft,98125.0,739000.0
58877,3.0,,1030.0,sqft,6086.0,sqft,98125.0,739000.0
58824,5.0,,1920.0,sqft,4173.0,sqft,,739000.0
58730,5.0,,1920.0,sqft,4173.0,sqft,,739000.0
58977,3.0,,1030.0,sqft,6086.0,sqft,98125.0,739000.0
59154,5.0,,1920.0,sqft,4173.0,sqft,,739000.0
58746,3.0,,1030.0,sqft,6086.0,sqft,98125.0,739000.0
58941,3.0,,1030.0,sqft,6086.0,sqft,98125.0,739000.0
59530,3.0,2.0,1170.0,sqft,979.0,sqft,98144.0,740000.0
59566,3.0,3.5,1460.0,sqft,1200.0,sqft,98117.0,740000.0
59537,2.0,2.0,1190.0,sqft,1.0,acre,98107.0,740000.0
59520,,3.0,2170.0,sqft,6650.0,sqft,98168.0,740000.0
59389,3.0,3.5,1410.0,sqft,1478.0,sqft,98117.0,740000.0
59386,,3.0,2170.0,sqft,6650.0,sqft,98168.0,740000.0
59381,,3.0,2170.0,sqft,6650.0,sqft,98168.0,740000.0
59434,3.0,3.5,1460.0,sqft,1200.0,sqft,98117.0,740000.0
59425,3.0,3.5,1460.0,sqft,1200.0,sqft,98117.0,740000.0
59497,3.0,3.5,1410.0,sqft,1478.0,sqft,98117.0,740000.0
59859,1.0,1.0,1100.0,sqft,747.0,sqft,98107.0,745000.0
59754,,,1115.0,sqft,745.0,sqft,98107.0,745000.0
59985,1.0,1.0,1100.0,sqft,747.0,sqft,98107.0,745000.0
59815,4.0,2.5,1806.0,sqft,5000.0,sqft,98118.0,745000.0
59999,,,1115.0,sqft,745.0,sqft,98107.0,745000.0
59664,,,1115.0,sqft,745.0,sqft,98107.0,745000.0
59868,1.0,1.0,1100.0,sqft,747.0,sqft,98107.0,745000.0
59707,4.0,2.5,1806.0,sqft,5000.0,sqft,98118.0,745000.0
60072,3.0,,1530.0,sqft,2260.0,sqft,98126.0,745000.0
59634,,,1115.0,sqft,745.0,sqft,98107.0,745000.0
60423,3.0,1.5,1880.0,sqft,6215.0,sqft,,749000.0
60336,2.0,2.0,1100.0,sqft,698.0,sqft,98107.0,749000.0
60454,2.0,2.0,1100.0,sqft,698.0,sqft,98107.0,749000.0
60487,3.0,1.5,1880.0,sqft,6215.0,sqft,,749000.0
